Player,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,PTS,Year,Pts Won,season_date
Tony Massenburg,1.8,3.8,0.462,0.0,0.0,0.0,1.8,3.8,0.462,0.462,0.9,1.3,0.7,4.5,2001,0.0,2001-01-01
Brent Price,0.5,1.8,0.273,0.2,0.7,0.25,0.3,1.2,0.286,0.318,1.0,1.2,0.857,2.2,2001,0.0,2001-01-01
Bryant Reeves,3.4,7.4,0.46,0.0,0.1,0.25,3.4,7.3,0.462,0.461,1.5,1.9,0.796,8.3,2001,0.0,2001-01-01
Erick Strickland,1.6,5.3,0.303,0.6,1.9,0.316,1.0,3.4,0.297,0.36,1.4,1.6,0.861,5.2,2001,0.0,2001-01-01
Stromile Swift,1.9,4.2,0.451,0.0,0.1,0.0,1.9,4.2,0.457,0.451,1.1,1.8,0.603,4.9,2001,0.0,2001-01-01
Doug West,0.7,2.5,0.289,0.0,0.1,0.0,0.7,2.4,0.306,0.289,0.4,0.5,0.857,1.9,2001,0.0,2001-01-01
Tariq Abdul-Wahad,3.6,8.3,0.435,0.1,0.4,0.286,3.5,7.9,0.443,0.442,1.9,2.8,0.691,9.3,1999,0.0,1999-01-01
Peter Aluma,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1999,0.0,1999-01-01
Jon Barry,1.4,3.2,0.428,0.6,1.8,0.304,0.8,1.4,0.593,0.514,1.7,2.0,0.845,5.0,1999,0.0,1999-01-01
Vlade Divac,5.2,11.1,0.47,0.2,0.9,0.256,5.0,10.3,0.488,0.48,3.6,5.1,0.702,14.3,1999,0.0,1999-01-01
Lawrence Funderburke,3.6,6.4,0.559,0.0,0.1,0.2,3.5,6.3,0.565,0.56,1.8,2.6,0.708,8.9,1999,0.0,1999-01-01
Michael Hawkins,0.6,1.7,0.35,0.2,0.8,0.263,0.4,0.9,0.429,0.413,0.1,0.1,1.0,1.5,1999,0.0,1999-01-01
Jerome James,0.6,1.5,0.375,0.0,0.0,0.0,0.6,1.5,0.375,0.375,0.4,0.8,0.5,1.5,1999,0.0,1999-01-01
Vernon Maxwell,3.6,9.2,0.39,1.7,5.0,0.346,1.8,4.1,0.442,0.485,1.8,2.5,0.737,10.7,1999,0.0,1999-01-01
Oliver Miller,1.3,2.8,0.455,0.0,0.0,0.0,1.3,2.8,0.455,0.455,0.0,0.0,0.0,2.5,1999,0.0,1999-01-01
Scot Pollard,2.1,3.8,0.541,0.0,0.0,0.0,2.1,3.8,0.541,0.541,1.0,1.4,0.696,5.1,1999,0.0,1999-01-01
Peja Stojaković,2.9,7.8,0.378,1.2,3.7,0.32,1.8,4.1,0.431,0.454,1.3,1.5,0.851,8.4,1999,0.0,1999-01-01
Chris Webber,9.0,18.5,0.486,0.1,0.8,0.118,8.9,17.7,0.503,0.488,1.9,4.1,0.454,20.0,1999,51.0,1999-01-01
Jason Williams,4.6,12.3,0.374,2.0,6.5,0.31,2.6,5.9,0.446,0.455,1.6,2.1,0.752,12.8,1999,0.0,1999-01-01
Corliss Williamson,5.4,11.1,0.485,0.0,0.1,0.2,5.4,11.0,0.487,0.486,2.4,3.8,0.638,13.2,1999,0.0,1999-01-01
Tariq Abdul-Wahad,4.5,10.6,0.424,0.0,0.4,0.13,4.4,10.2,0.435,0.426,2.4,3.2,0.756,11.4,2000,0.0,2000-01-01
Cory Alexander,1.0,3.4,0.286,0.3,1.2,0.257,0.7,2.2,0.302,0.332,0.6,0.8,0.773,2.8,2000,0.0,2000-01-01
Chauncey Billups,2.6,7.8,0.337,0.5,3.2,0.171,2.1,4.6,0.45,0.371,2.8,3.4,0.841,8.6,2000,0.0,2000-01-01
Ryan Bowen,0.9,2.3,0.393,0.0,0.2,0.111,0.9,2.1,0.417,0.397,0.7,1.0,0.717,2.5,2000,0.0,2000-01-01
Keon Clark,3.5,6.5,0.542,0.0,0.1,0.125,3.5,6.4,0.548,0.543,1.5,2.2,0.688,8.6,2000,0.0,2000-01-01
Chris Herren,1.0,2.8,0.363,0.5,1.5,0.358,0.5,1.3,0.368,0.46,0.6,0.9,0.675,3.1,2000,0.0,2000-01-01
Popeye Jones,1.1,2.6,0.423,0.1,0.1,0.667,1.1,2.5,0.416,0.433,0.4,0.5,0.737,2.6,2000,0.0,2000-01-01
Raef Lafrentz,4.8,10.9,0.446,0.7,2.3,0.328,4.1,8.6,0.477,0.48,2.0,2.9,0.686,12.4,2000,0.0,2000-01-01
George Mccloud,3.4,8.2,0.417,1.4,3.6,0.378,2.0,4.6,0.448,0.501,1.9,2.3,0.818,10.1,2000,0.0,2000-01-01
Antonio Mcdyess,7.6,15.0,0.507,0.0,0.0,0.0,7.6,14.9,0.508,0.507,4.0,6.4,0.626,19.1,2000,0.0,2000-01-01
James Posey,2.8,6.6,0.429,1.0,2.7,0.373,1.8,3.9,0.468,0.506,1.5,1.9,0.8,8.2,2000,0.0,2000-01-01
Roy Rogers,0.9,2.2,0.398,0.0,0.0,0.0,0.9,2.2,0.402,0.398,0.5,1.0,0.463,2.2,2000,0.0,2000-01-01
Bryant Stith,1.9,4.2,0.455,0.4,1.2,0.304,1.5,3.0,0.519,0.5,1.4,1.7,0.831,5.6,2000,0.0,2000-01-01
Nick Van Exel,6.0,15.4,0.39,1.7,5.1,0.332,4.3,10.3,0.419,0.445,2.5,3.0,0.817,16.1,2000,0.0,2000-01-01
Tariq Abdul-Wahad,1.5,3.8,0.387,0.1,0.3,0.4,1.3,3.5,0.386,0.405,0.7,1.2,0.583,3.8,2001,0.0,2001-01-01
Ryan Bowen,1.4,2.5,0.556,0.1,0.2,0.364,1.3,2.3,0.571,0.569,0.5,0.8,0.614,3.4,2001,0.0,2001-01-01
Calbert Cheaney,1.1,3.3,0.333,0.0,0.0,0.0,1.1,3.3,0.333,0.333,0.1,0.2,0.5,2.3,2001,0.0,2001-01-01
Terry Davis,0.6,1.3,0.48,0.0,0.0,0.0,0.6,1.3,0.48,0.48,0.5,1.2,0.409,1.7,2001,0.0,2001-01-01
Anthony Goldwire,1.5,4.0,0.375,0.5,1.7,0.265,1.1,2.3,0.457,0.431,0.7,0.9,0.765,4.1,2001,0.0,2001-01-01
Garth Joseph,0.3,1.3,0.2,0.0,0.0,0.0,0.3,1.3,0.2,0.2,0.0,0.5,0.0,0.5,2001,0.0,2001-01-01
Raef Lafrentz,5.0,10.4,0.477,0.7,1.8,0.367,4.3,8.6,0.499,0.508,2.3,3.4,0.698,12.9,2001,0.0,2001-01-01
Voshon Lenard,4.2,10.6,0.397,1.8,4.8,0.385,2.4,5.8,0.407,0.484,1.9,2.4,0.797,12.2,2001,0.0,2001-01-01
Dan Mcclintock,1.5,3.0,0.5,0.0,0.0,0.0,1.5,3.0,0.5,0.5,0.0,0.8,0.0,3.0,2001,0.0,2001-01-01
George Mccloud,3.3,8.6,0.382,1.0,3.1,0.329,2.3,5.5,0.411,0.44,2.0,2.4,0.84,9.6,2001,0.0,2001-01-01
Antonio Mcdyess,8.2,16.6,0.495,0.0,0.0,0.0,8.2,16.6,0.495,0.495,4.3,6.2,0.7,20.8,2001,0.0,2001-01-01
Robert Pack,2.4,5.8,0.425,0.2,0.4,0.387,2.3,5.3,0.428,0.439,1.4,1.9,0.766,6.5,2001,0.0,2001-01-01
James Posey,3.0,7.2,0.412,0.8,2.6,0.3,2.2,4.5,0.477,0.467,1.4,1.7,0.816,8.1,2001,0.0,2001-01-01
Nick Van Exel,6.5,15.7,0.414,1.9,5.0,0.377,4.6,10.6,0.431,0.474,2.9,3.5,0.819,17.7,2001,0.0,2001-01-01
Kevin Willis,3.9,8.8,0.441,0.0,0.1,0.167,3.9,8.8,0.443,0.441,1.4,1.9,0.769,9.3,2001,0.0,2001-01-01
Tariq Abdul-Wahad,2.3,6.1,0.374,0.0,0.1,0.5,2.3,6.0,0.372,0.378,1.0,1.4,0.727,5.6,2002,0.0,2002-01-01
Charlie Bell,0.4,1.6,0.273,0.0,0.9,0.0,0.4,0.7,0.6,0.273,0.3,0.3,1.0,1.1,2002,0.0,2002-01-01
Shawn Bradley,1.5,3.1,0.479,0.0,0.0,0.0,1.5,3.1,0.481,0.479,1.1,1.2,0.922,4.1,2002,0.0,2002-01-01
Greg Buckner,2.4,4.5,0.525,0.1,0.4,0.313,2.3,4.1,0.544,0.538,0.9,1.3,0.69,5.8,2002,0.0,2002-01-01
Evan Eschmeyer,0.7,1.6,0.42,0.0,0.0,0.0,0.7,1.6,0.42,0.42,0.6,1.1,0.606,2.0,2002,0.0,2002-01-01
Michael Finley,8.2,17.8,0.463,1.1,3.2,0.339,7.1,14.6,0.491,0.494,3.0,3.6,0.837,20.6,2002,0.0,2002-01-01
Adrian Griffin,3.1,6.2,0.499,0.3,0.9,0.296,2.8,5.3,0.534,0.521,0.7,0.8,0.837,7.2,2002,0.0,2002-01-01
Avery Johnson,3.0,6.4,0.479,0.0,0.1,0.0,3.0,6.3,0.485,0.479,1.8,2.4,0.742,7.9,2002,0.0,2002-01-01
Raef Lafrentz,5.4,11.8,0.458,1.3,3.4,0.388,4.1,8.4,0.486,0.514,1.3,1.9,0.695,13.5,2002,0.0,2002-01-01
Danny Manning,1.7,3.6,0.477,0.0,0.2,0.143,1.7,3.5,0.493,0.48,0.5,0.8,0.667,4.0,2002,0.0,2002-01-01
Darrick Martin,0.0,3.3,0.0,0.0,0.7,0.0,0.0,2.7,0.0,0.0,0.3,0.7,0.5,0.3,2002,0.0,2002-01-01
Eduardo Nájera,2.4,4.8,0.5,0.0,0.0,0.0,2.4,4.8,0.503,0.5,1.6,2.4,0.676,6.5,2002,0.0,2002-01-01
Steve Nash,6.4,13.3,0.483,1.9,4.2,0.455,4.5,9.1,0.495,0.554,3.2,3.6,0.887,17.9,2002,5.0,2002-01-01
Johnny Newman,1.4,3.1,0.453,0.5,1.2,0.386,1.0,1.9,0.495,0.527,0.9,1.2,0.724,4.2,2002,0.0,2002-01-01
Dirk Nowitzki,7.9,16.6,0.477,1.8,4.6,0.397,6.1,11.9,0.508,0.532,5.8,6.8,0.853,23.4,2002,31.0,2002-01-01
Nick Van Exel,7.0,17.0,0.409,1.7,4.9,0.34,5.3,12.2,0.436,0.457,2.8,3.5,0.801,18.4,2002,0.0,2002-01-01
Wang Zhizhi,2.0,4.5,0.44,0.9,2.1,0.414,1.1,2.4,0.462,0.536,0.8,1.0,0.737,5.6,2002,0.0,2002-01-01
Tariq Abdul-Wahad,1.9,4.1,0.466,0.0,0.1,0.0,1.9,4.1,0.474,0.466,0.2,0.4,0.5,4.1,2003,0.0,2003-01-01
Raja Bell,1.2,2.8,0.441,0.3,0.7,0.412,1.0,2.1,0.45,0.491,0.3,0.5,0.676,3.1,2003,0.0,2003-01-01
Shawn Bradley,2.5,4.6,0.536,0.0,0.0,0.0,2.5,4.6,0.537,0.536,1.7,2.2,0.806,6.7,2003,0.0,2003-01-01
Evan Eschmeyer,0.4,1.1,0.368,0.0,0.0,0.0,0.4,1.1,0.368,0.368,0.2,0.2,0.75,1.0,2003,0.0,2003-01-01
Michael Finley,7.3,17.3,0.425,1.7,4.7,0.37,5.6,12.6,0.445,0.475,2.9,3.3,0.861,19.3,2003,0.0,2003-01-01
Adrian Griffin,2.0,4.6,0.433,0.1,0.3,0.25,1.9,4.2,0.447,0.442,0.4,0.4,0.844,4.4,2003,0.0,2003-01-01
Avery Johnson,1.3,3.1,0.42,0.0,0.0,0.0,1.3,3.1,0.426,0.42,0.6,0.8,0.769,3.3,2003,0.0,2003-01-01
Popeye Jones,0.9,2.4,0.387,0.0,0.0,0.0,0.9,2.4,0.387,0.387,0.2,0.4,0.455,2.0,2003,0.0,2003-01-01
Raef Lafrentz,3.9,7.4,0.518,0.7,1.7,0.405,3.2,5.8,0.55,0.563,0.9,1.3,0.682,9.3,2003,0.0,2003-01-01
Eduardo Nájera,2.7,4.8,0.558,0.0,0.0,0.0,2.7,4.8,0.561,0.558,1.3,1.9,0.681,6.7,2003,0.0,2003-01-01
Steve Nash,6.3,13.6,0.465,1.4,3.3,0.413,5.0,10.3,0.482,0.515,3.8,4.1,0.909,17.7,2003,1.0,2003-01-01
Dirk Nowitzki,8.6,18.6,0.463,1.9,4.9,0.379,6.8,13.7,0.493,0.513,6.0,6.9,0.881,25.1,2003,43.0,2003-01-01
Antoine Rigaudeau,0.7,3.2,0.229,0.1,0.5,0.2,0.6,2.7,0.233,0.243,0.0,0.0,0.0,1.5,2003,0.0,2003-01-01
Mark Strickland,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.3,0.4,0.4,0.0,0.0,0.0,1.0,2003,0.0,2003-01-01
Nick Van Exel,4.7,11.4,0.412,1.6,4.3,0.378,3.1,7.1,0.432,0.483,1.5,2.0,0.764,12.5,2003,0.0,2003-01-01
Walt Williams,2.0,5.2,0.393,1.0,2.6,0.374,1.1,2.6,0.412,0.487,0.5,0.8,0.62,5.5,2003,0.0,2003-01-01
Shareef Abdur-Rahim,6.9,15.2,0.453,0.1,0.3,0.259,6.8,14.8,0.457,0.456,4.8,6.5,0.746,18.7,1997,0.0,1997-01-01
Greg Anthony,3.1,7.8,0.393,1.4,3.7,0.37,1.7,4.1,0.413,0.479,2.0,2.7,0.73,9.5,1997,0.0,1997-01-01
Pete Chilcutt,1.3,3.1,0.436,0.5,1.3,0.362,0.9,1.8,0.49,0.512,0.2,0.4,0.591,3.4,1997,0.0,1997-01-01
Blue Edwards,3.0,7.5,0.397,0.4,1.5,0.281,2.6,6.0,0.425,0.425,1.5,1.8,0.817,7.8,1997,0.0,1997-01-01
Eric Leckner,0.7,1.7,0.424,0.0,0.0,0.0,0.7,1.7,0.424,0.424,0.3,0.6,0.5,1.7,1997,0.0,1997-01-01
George Lynch,3.3,7.1,0.471,0.2,0.8,0.258,3.1,6.3,0.496,0.485,1.5,2.4,0.619,8.3,1997,0.0,1997-01-01
Lee Mayberry,1.9,4.6,0.403,1.0,2.8,0.376,0.8,1.9,0.443,0.515,0.4,0.6,0.63,5.1,1997,0.0,1997-01-01
Eric Mobley,1.0,2.3,0.444,0.0,0.0,0.0,1.0,2.3,0.444,0.444,0.6,1.1,0.533,2.6,1997,0.0,1997-01-01
Lawrence Moten,2.6,6.6,0.388,0.6,2.1,0.291,1.9,4.5,0.433,0.434,1.0,1.5,0.646,6.7,1997,0.0,1997-01-01
Moochie Norris,0.5,2.8,0.182,0.3,1.3,0.2,0.3,1.5,0.167,0.227,0.3,0.6,0.4,1.5,1997,0.0,1997-01-01
Anthony Peeler,5.6,14.0,0.398,1.8,4.8,0.373,3.8,9.3,0.41,0.461,1.5,1.8,0.82,14.5,1997,0.0,1997-01-01
Bryant Reeves,6.6,13.7,0.486,0.0,0.1,0.091,6.6,13.5,0.49,0.486,2.9,4.1,0.704,16.2,1997,0.0,1997-01-01
Chris Robinson,1.7,4.4,0.379,0.8,2.2,0.382,0.9,2.3,0.376,0.473,0.4,0.6,0.615,4.6,1997,0.0,1997-01-01
Roy Rogers,3.0,5.9,0.505,0.0,0.0,1.0,3.0,5.9,0.504,0.506,0.7,1.1,0.574,6.6,1997,0.0,1997-01-01
Aaron Williams,2.6,4.5,0.574,0.0,0.0,0.0,2.6,4.5,0.578,0.574,1.0,1.5,0.673,6.2,1997,0.0,1997-01-01
Shareef Abdur-Rahim,8.0,16.4,0.485,0.3,0.6,0.412,7.7,15.8,0.488,0.493,6.1,7.8,0.784,22.3,1998,0.0,1998-01-01
Pete Chilcutt,1.9,4.4,0.435,0.7,1.6,0.415,1.2,2.8,0.445,0.51,0.5,0.7,0.661,4.9,1998,0.0,1998-01-01
Antonio Daniels,3.1,7.4,0.416,0.1,0.7,0.212,2.9,6.7,0.438,0.426,1.5,2.3,0.659,7.8,1998,0.0,1998-01-01
Blue Edwards,4.0,9.2,0.439,0.5,1.5,0.333,3.5,7.7,0.46,0.466,2.2,2.7,0.837,10.8,1998,0.0,1998-01-01
Bobby Hurley,1.5,3.9,0.391,0.1,0.4,0.227,1.4,3.5,0.407,0.401,1.0,1.2,0.776,4.1,1998,0.0,1998-01-01
George Lynch,3.0,6.3,0.481,0.1,0.4,0.3,2.9,5.9,0.492,0.489,1.4,1.9,0.703,7.5,1998,0.0,1998-01-01
Sam Mack,3.9,9.8,0.397,1.9,4.7,0.409,2.0,5.1,0.386,0.496,1.1,1.4,0.805,10.8,1998,0.0,1998-01-01
Tony Massenburg,2.4,5.1,0.479,0.0,0.0,0.0,2.4,5.1,0.479,0.479,1.6,2.2,0.73,6.5,1998,0.0,1998-01-01
Lee Mayberry,1.7,4.4,0.375,0.8,2.3,0.35,0.9,2.1,0.402,0.466,0.5,0.6,0.745,4.6,1998,0.0,1998-01-01
Ivano Newbill,0.7,2.0,0.351,0.0,0.0,1.0,0.7,2.0,0.339,0.36,0.6,1.1,0.567,2.1,1998,0.0,1998-01-01
